Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,SO2,PM10,PM25,NO2
11/7/2019,43,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,26,19,43,15
11/8/2019,32,PM2.5,Marrero,22-051-2001,AQS,2,21,1,8,32,3
11/9/2019,57,PM2.5,Chalmette Vista,22-087-0007,AQS,10,33,3,35,57,31
11/10/2019,56,PM2.5,Chalmette Vista,22-087-0007,AQS,17,39,26,32,56,39
11/11/2019,48,PM2.5,Chalmette Vista,22-087-0007,AQS,7,37,9,34,48,32
11/12/2019,32,Ozone,Kenner,22-051-1001,AQS,5,32,1,12,16,15
11/13/2019,39,PM2.5,Chalmette Vista,22-087-0007,AQS,3,30,24,23,39,24
11/14/2019,64,SO2,Norco,22-089-0006,AQS,3,26,64,12,43,9
11/15/2019,50,PM2.5,Chalmette Vista,22-087-0007,AQS,.,39,1,17,50,4
11/16/2019,54,PM2.5,Chalmette Vista,22-087-0007,AQS,.,38,1,27,54,13
11/17/2019,62,PM2.5,Chalmette Vista,22-087-0007,AQS,.,37,14,19,62,40
11/18/2019,71,PM2.5,Chalmette Vista,22-087-0007,AQS,.,48,4,63,71,46
11/19/2019,74,PM2.5,Chalmette Vista,22-087-0007,AQS,5,54,4,69,74,39
11/20/2019,60,PM2.5,Chalmette Vista,22-087-0007,AQS,9,46,16,44,60,37
11/21/2019,41,Ozone,Meraux,22-087-0004,AQS,6,41,4,12,36,27
11/22/2019,56,SO2,Chalmette Vista,22-087-0007,AQS,5,43,56,19,49,31
11/23/2019,30,SO2,Chalmette Vista,22-087-0007,AQS,3,27,30,5,21,13
11/24/2019,35,PM2.5,Chalmette Vista,22-087-0007,AQS,7,31,3,.,35,31
11/25/2019,103,SO2,Chalmette Vista,22-087-0007,AQS,10,37,103,.,57,32
11/26/2019,59,SO2,Chalmette Vista,22-087-0007,AQS,5,35,59,14,50,19
11/27/2019,32,PM2.5,Madisonville,22-103-0002,AQS,3,32,4,17,32,10
11/28/2019,70,SO2,Norco,22-089-0006,AQS,6,35,70,11,45,28
11/29/2019,44,PM2.5,Chalmette Vista,22-087-0007,AQS,7,33,40,13,44,29
11/30/2019,44,PM2.5,Chalmette Vista,22-087-0007,AQS,7,30,34,16,44,21
12/1/2019,40,Ozone,Kenner,22-051-1001,AQS,5,40,3,11,18,8
12/2/2019,32,Ozone,Kenner,22-051-1001,AQS,3,32,3,6,14,3
12/3/2019,38,PM2.5,Chalmette Vista,22-087-0007,AQS,6,34,20,10,38,30
12/4/2019,62,PM2.5,Chalmette Vista,22-087-0007,AQS,15,47,4,28,62,46
12/5/2019,55,PM2.5,Chalmette Vista,22-087-0007,AQS,19,40,11,22,55,38
12/6/2019,51,PM2.5,Chalmette Vista,22-087-0007,AQS,6,42,23,18,51,33
12/7/2019,35,Ozone,Kenner,22-051-1001,AQS,6,35,4,14,33,3
12/8/2019,54,PM2.5,Chalmette Vista,22-087-0007,AQS,9,43,13,17,54,37
12/9/2019,60,PM2.5,Chalmette Vista,22-087-0007,AQS,9,31,30,19,60,26
12/10/2019,36,SO2,Chalmette Vista,22-087-0007,AQS,6,36,36,8,19,11
12/11/2019,35,Ozone,Kenner,22-051-1001,AQS,.,35,34,5,16,2
12/12/2019,41,PM2.5,Chalmette Vista,22-087-0007,AQS,.,28,4,12,41,7
12/13/2019,37,PM2.5,Chalmette Vista,22-087-0007,AQS,.,16,36,7,37,11
12/14/2019,36,Ozone,Convent,22-093-0002,AQS,.,36,6,9,34,22
12/15/2019,47,Ozone,Kenner,22-051-1001,AQS,.,47,17,11,35,25
12/16/2019,40,PM2.5,Chalmette Vista,22-087-0007,AQS,.,26,14,18,40,22
12/17/2019,33,Ozone,Kenner,22-051-1001,AQS,2,33,3,6,16,4
12/18/2019,39,Ozone,Kenner,22-051-1001,AQS,3,39,3,7,21,3
12/19/2019,37,NO2,I-610,22-071-0021,AQS,13,36,6,15,35,37
12/20/2019,44,PM2.5,Chalmette Vista,22-087-0007,AQS,18,35,9,15,44,28
12/21/2019,52,SO2,Norco,22-089-0006,AQS,2,30,52,8,34,8
12/22/2019,25,Ozone,Kenner,22-051-1001,AQS,2,25,3,3,16,3
12/23/2019,31,Ozone,Kenner,22-051-1001,AirNow,2,31,3,5,19,3
12/24/2019,36,PM2.5,Chalmette Vista,22-087-0007,AQS,5,30,6,8,36,22
12/25/2019,36,PM2.5,Chalmette Vista,22-087-0007,AQS,5,24,4,9,36,13
12/26/2019,57,SO2,Norco,22-089-0006,AQS,3,28,57,16,37,14
12/27/2019,36,PM2.5,Chalmette Vista,22-087-0007,AQS,3,29,34,19,36,18
12/28/2019,31,Ozone,Kenner,22-051-1001,AirNow,6,31,6,12,25,19
12/29/2019,35,Ozone,Kenner,22-051-1001,AirNow,6,35,30,8,22,25
12/30/2019,39,Ozone,Kenner,22-051-1001,AirNow,3,39,4,13,18,6
12/31/2019,112,PM2.5,Chalmette Vista,22-087-0007,AQS,10,37,64,50,112,38
1/1/2020,84,PM2.5,Chalmette Vista,22-087-0007,AQS,6,34,37,49,84,36
1/2/2020,51,PM2.5,Chalmette Vista,22-087-0007,AQS,5,31,50,19,51,13
1/3/2020,36,SO2,Norco,22-089-0006,AQS,6,35,36,4,10,20
1/4/2020,34,Ozone,Kenner,22-051-1001,AQS,6,34,3,12,24,25
1/5/2020,34,Ozone,Convent,22-093-0002,AQS,10,34,27,10,30,24
1/6/2020,43,Ozone,Meraux,22-087-0004,AQS,10,43,21,13,31,33
1/7/2020,37,Ozone,Kenner,22-051-1001,AQS,7,37,4,9,24,19
1/8/2020,41,PM2.5,Chalmette Vista,22-087-0007,AQS,8,38,29,13,41,22
1/9/2020,48,PM2.5,Chalmette Vista,22-087-0007,AQS,8,40,3,23,48,24
1/10/2020,45,PM2.5,Chalmette Vista,22-087-0007,AQS,8,40,13,18,45,22
1/11/2020,31,Ozone,Kenner,22-051-1001,AQS,5,31,7,12,28,29
1/12/2020,30,PM2.5,Chalmette Vista,22-087-0007,AQS,5,22,9,9,30,9
1/13/2020,49,PM2.5,Chalmette Vista,22-087-0007,AQS,6,13,21,19,49,15
1/14/2020,32,PM2.5,Chalmette Vista,22-087-0007,AQS,6,20,3,10,32,20
1/15/2020,56,PM2.5,Kenner,22-051-1001,AirNow,6,26,7,10,56,23
1/16/2020,46,PM2.5,Kenner,22-051-1001,AirNow,6,27,27,9,46,15
1/17/2020,38,PM2.5,Chalmette Vista,22-087-0007,AQS,3,34,31,18,38,21
1/18/2020,41,PM2.5,Chalmette Vista,22-087-0007,AQS,5,34,4,27,41,24
1/19/2020,36,Ozone,Kenner,22-051-1001,AQS,5,36,1,5,10,1
1/20/2020,34,Ozone,Kenner,22-051-1001,AQS,2,34,1,6,29,2
1/21/2020,35,Ozone,Convent,22-093-0002,AQS,3,35,17,9,30,6
1/22/2020,47,PM2.5,Chalmette Vista,22-087-0007,AQS,3,36,27,14,47,14
1/23/2020,52,PM2.5,Chalmette Vista,22-087-0007,AQS,3,33,41,10,52,32
1/24/2020,36,Ozone,Meraux,22-087-0004,AQS,3,36,7,10,21,34
1/25/2020,37,PM2.5,Chalmette Vista,22-087-0007,AQS,6,36,4,11,37,26
1/26/2020,36,Ozone,Meraux,22-087-0004,AQS,3,36,3,6,33,25
1/27/2020,32,Ozone,Garyville,22-095-0002,AQS,6,32,3,6,18,28
1/28/2020,39,PM2.5,Chalmette Vista,22-087-0007,AQS,8,35,23,10,39,22
1/29/2020,33,Ozone,Kenner,22-051-1001,AQS,3,33,9,6,16,26
1/30/2020,41,SO2,Norco,22-089-0006,AQS,5,39,41,8,33,11
1/31/2020,32,Ozone,Kenner,22-051-1001,AQS,3,32,1,7,28,5
2/1/2020,40,PM2.5,Chalmette Vista,22-087-0007,AQS,6,35,3,10,40,34
2/2/2020,52,PM2.5,Chalmette Vista,22-087-0007,AQS,8,48,3,14,52,34
2/3/2020,45,PM2.5,Chalmette Vista,22-087-0007,AQS,7,45,3,16,45,35
2/4/2020,41,PM2.5,Chalmette Vista,22-087-0007,AQS,6,33,1,18,41,21
2/5/2020,42,PM2.5,Chalmette Vista,22-087-0007,AQS,7,26,3,16,42,21
2/6/2020,27,Ozone,Madisonville,22-103-0002,AQS,7,27,3,8,12,14
2/7/2020,45,PM2.5,Chalmette Vista,22-087-0007,AQS,9,39,3,14,45,31
2/8/2020,37,PM2.5,Chalmette Vista,22-087-0007,AQS,7,35,7,15,37,28
2/9/2020,41,Ozone,Madisonville,22-103-0002,AQS,7,41,37,17,36,29
2/10/2020,48,PM2.5,Chalmette Vista,22-087-0007,AQS,7,36,4,23,48,16
2/11/2020,37,PM2.5,Chalmette Vista,22-087-0007,AQS,5,28,1,16,37,16
2/12/2020,34,PM2.5,Chalmette Vista,22-087-0007,AQS,3,26,1,14,34,23
2/13/2020,26,Ozone,Meraux,22-087-0004,AQS,5,26,1,4,9,6
2/14/2020,69,SO2,Norco,22-089-0006,AQS,5,34,69,8,25,3
2/15/2020,75,SO2,Norco,22-089-0006,AQS,6,42,75,12,35,25
2/16/2020,37,Ozone,Madisonville,22-103-0002,AQS,5,37,33,6,22,15
2/17/2020,43,PM2.5,Chalmette Vista,22-087-0007,AQS,6,31,4,12,43,15
2/18/2020,40,PM2.5,Chalmette Vista,22-087-0007,AQS,7,20,31,15,40,19
2/19/2020,29,Ozone,Meraux,22-087-0004,AQS,7,29,9,7,12,13
2/20/2020,31,Ozone,Kenner,22-051-1001,AQS,6,31,27,4,11,11
2/21/2020,39,PM2.5,Chalmette Vista,22-087-0007,AQS,7,37,1,10,39,3
2/22/2020,41,Ozone,Madisonville,22-103-0002,AQS,5,41,39,12,40,24
2/23/2020,45,Ozone,Madisonville,22-103-0002,AQS,6,45,1,11,42,33
2/24/2020,52,PM2.5,Chalmette Vista,22-087-0007,AirNow,3,37,7,17,52,28
2/25/2020,31,Ozone,Garyville,22-095-0002,AQS,2,31,1,12,27,26
2/26/2020,34,Ozone,Meraux,22-087-0004,AQS,2,34,1,10,31,8
2/27/2020,39,Ozone,Kenner,22-051-1001,AQS,3,39,4,10,37,20
2/28/2020,56,PM2.5,Chalmette Vista,22-087-0007,AirNow,6,51,6,22,56,41
2/29/2020,55,PM2.5,Chalmette Vista,22-087-0007,AirNow,7,51,13,20,55,46
3/1/2020,54,PM2.5,Chalmette Vista,22-087-0007,AirNow,3,47,.,.,54,.
3/2/2020,54,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,42,.,.,54,.
3/3/2020,51,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,39,.,.,51,.
3/4/2020,36,Ozone,Kenner,22-051-1001,AirNow,.,36,.,.,33,.
3/5/2020,39,Ozone,Kenner,22-051-1001,AirNow,.,39,.,.,13,.
3/6/2020,41,Ozone,Kenner,22-051-1001,AirNow,.,41,.,.,30,.
3/7/2020,42,Ozone,Kenner,22-051-1001,AirNow,.,42,.,.,34,.
3/8/2020,63,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,44,.,.,63,.
3/9/2020,43,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,42,.,.,43,.
3/10/2020,39,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,32,.,.,39,.
3/11/2020,41,Ozone,Madisonville,22-103-0002,AirNow,.,41,.,.,36,.
3/12/2020,46,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,41,.,.,46,.
3/13/2020,36,Ozone,Madisonville,22-103-0002,AirNow,.,36,.,.,20,.
3/14/2020,44,Ozone,Madisonville,22-103-0002,AirNow,.,44,.,.,28,.
3/15/2020,45,Ozone,Convent,22-093-0002,AirNow,.,45,.,.,30,.
3/16/2020,37,Ozone,Madisonville,22-103-0002,AirNow,.,37,.,.,29,.
3/17/2020,33,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,32,.,.,33,.
3/18/2020,28,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,26,.,.,28,.
3/19/2020,34,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,30,.,.,34,.
3/20/2020,33,Ozone,Madisonville,22-103-0002,AirNow,.,33,.,.,30,.
3/21/2020,31,Ozone,Meraux,22-087-0004,AirNow,.,31,.,.,15,.
3/22/2020,32,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,29,.,.,32,.
3/23/2020,33,Ozone,Madisonville,22-103-0002,AirNow,.,33,.,.,30,.
3/24/2020,40,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,35,.,.,40,.
3/25/2020,67,Ozone,Kenner,22-051-1001,AirNow,.,67,.,.,49,.
3/26/2020,61,Ozone,Madisonville,22-103-0002,AirNow,.,61,.,.,55,.
3/27/2020,41,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,37,.,.,41,.
3/28/2020,72,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,41,.,.,72,.
3/29/2020,44,Ozone,Kenner,22-051-1001,AirNow,.,44,.,.,35,.
3/30/2020,42,Ozone,Kenner,22-051-1001,AirNow,.,42,.,.,31,.
3/31/2020,43,Ozone,Kenner,22-051-1001,AirNow,.,43,.,.,30,.
4/1/2020,48,Ozone,Meraux,22-087-0004,AirNow,.,48,.,.,33,.
4/2/2020,47,Ozone,Garyville,22-095-0002,AirNow,.,47,.,.,38,.
4/3/2020,64,Ozone,Madisonville,22-103-0002,AirNow,.,64,.,.,36,.
4/4/2020,51,Ozone,Kenner,22-051-1001,AirNow,.,51,.,.,48,.
4/5/2020,48,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,44,.,.,48,.
4/6/2020,46,Ozone,Meraux,22-087-0004,AirNow,.,46,.,.,42,.
4/7/2020,31,Ozone,Madisonville,22-103-0002,AirNow,.,31,.,.,26,.
4/8/2020,46,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,29,.,.,46,.
4/9/2020,59,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,45,.,.,59,.
4/10/2020,44,Ozone,Kenner,22-051-1001,AirNow,.,44,.,.,25,.
4/11/2020,46,Ozone,Meraux,22-087-0004,AirNow,.,46,.,.,33,.
4/12/2020,64,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,35,.,.,64,.
4/13/2020,57,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,41,.,.,57,.
4/14/2020,34,Ozone,Kenner,22-051-1001,AirNow,.,34,.,.,23,.
4/15/2020,42,Ozone,Kenner,22-051-1001,AirNow,.,42,.,.,30,.
4/16/2020,51,Ozone,Meraux,22-087-0004,AirNow,.,51,.,.,32,.
4/17/2020,51,PM2.5,Madisonville,22-103-0002,AirNow,.,44,.,.,51,.
4/18/2020,41,PM2.5,New Orleans / City Park,22-071-0012,AirNow,.,28,.,.,41,.
4/19/2020,51,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,31,.,.,51,.
4/20/2020,44,Ozone,Convent,22-093-0002,AirNow,.,44,.,.,14,.
4/21/2020,44,Ozone,Meraux,22-087-0004,AirNow,.,44,.,.,33,.
4/22/2020,48,Ozone,Kenner,22-051-1001,AirNow,.,48,.,.,28,.
4/23/2020,51,PM2.5,Chalmette Vista,22-087-0007,AirNow,.,41,.,.,51,.
